Record Length,2.500000e+03,,  -0.000000068000,  -0.08000,
Sample Interval,4.000000e-10,,  -0.000000067600,  -0.08000,
Trigger Point,1.700000000000e+02,,  -0.000000067200,  -0.08000,
,,,  -0.000000066800,  -0.08000,
,,,  -0.000000066400,   0.00000,
,,,  -0.000000066000,   0.00000,
Source,CH1,,  -0.000000065600,   0.08000,
Vertical Units,V,,  -0.000000065200,   0.08000,
Vertical Scale,2.000000e+00,,  -0.000000064800,   0.08000,
Vertical Offset,-6.000000e+00,,  -0.000000064400,   0.00000,
Horizontal Units,s,,  -0.000000064000,   0.00000,
Horizontal Scale,1.000000e-07,,  -0.000000063600,   0.00000,
Pt Fmt,Y,,  -0.000000063200,  -0.08000,
Yzero,0.000000e+00,,  -0.000000062800,   0.00000,
Probe Atten,1.000000e+01,,  -0.000000062400,   0.00000,
Model Number,TDS2001C,,  -0.000000062000,   0.00000,
Serial Number,C012325,,  -0.000000061600,   0.08000,
Firmware Version,FV:v24.15,,  -0.000000061200,   0.08000,
,,,-00.000000060800,   0.08000,
,,,-00.000000060400,   0.08000,
,,,-00.000000060000,   0.08000,
,,,-00.000000059600,   0.08000,
,,,-00.000000059200,   0.08000,
,,,-00.000000058800,   0.08000,
,,,-00.000000058400,   0.08000,
,,,-00.000000058000,   0.08000,
,,,-00.000000057600,   0.08000,
,,,-00.000000057200,   0.08000,
,,,-00.000000056800,   0.08000,
,,,-00.000000056400,   0.08000,
,,,-00.000000056000,   0.08000,
,,,-00.000000055600,   0.08000,
,,,-00.000000055200,   0.08000,
,,,-00.000000054800,   0.08000,
,,,-00.000000054400,   0.00000,
,,,-00.000000054000,   0.00000,
,,,-00.000000053600,   0.00000,
,,,-00.000000053200,  -0.08000,
,,,-00.000000052800,   0.00000,
,,,-00.000000052400,   0.00000,
,,,-00.000000052000,   0.00000,
,,,-00.000000051600,   0.08000,
,,,-00.000000051200,   0.00000,
,,,-00.000000050800,   0.00000,
,,,-00.000000050400,   0.00000,
,,,-00.000000050000,   0.00000,
,,,-00.000000049600,   0.08000,
,,,-00.000000049200,   0.00000,
,,,-00.000000048800,   0.00000,
,,,-00.000000048400,   0.00000,
,,,-00.000000048000,   0.00000,
,,,-00.000000047600,   0.08000,
,,,-00.000000047200,   0.08000,
,,,-00.000000046800,   0.16000,
,,,-00.000000046400,   0.08000,
,,,-00.000000046000,   0.00000,
,,,-00.000000045600,   0.00000,
,,,-00.000000045200,   0.00000,
,,,-00.000000044800,   0.00000,
,,,-00.000000044400,   0.08000,
,,,-00.000000044000,   0.08000,
,,,-00.000000043600,   0.16000,
,,,-00.000000043200,   0.08000,
,,,-00.000000042800,   0.00000,
,,,-00.000000042400,  -0.08000,
,,,-00.000000042000,  -0.08000,
,,,-00.000000041600,   0.00000,
,,,-00.000000041200,   0.00000,
,,,-00.000000040800,   0.00000,
,,,-00.000000040400,   0.08000,
,,,-00.000000040000,   0.08000,
,,,-00.000000039600,   0.08000,
,,,-00.000000039200,   0.08000,
,,,-00.000000038800,   0.08000,
,,,-00.000000038400,   0.08000,
,,,-00.000000038000,   0.08000,
,,,-00.000000037600,   0.08000,
,,,-00.000000037200,   0.08000,
,,,-00.000000036800,   0.08000,
,,,-00.000000036400,   0.08000,
,,,-00.000000036000,   0.08000,
,,,-00.000000035600,   0.08000,
,,,-00.000000035200,   0.00000,
,,,-00.000000034800,   0.00000,
,,,-00.000000034400,   0.00000,
,,,-00.000000034000,   0.00000,
,,,-00.000000033600,   0.00000,
,,,-00.000000033200,   0.00000,
,,,-00.000000032800,   0.00000,
,,,-00.000000032400,   0.00000,
,,,-00.000000032000,   0.00000,
,,,-00.000000031600,   0.00000,
,,,-00.000000031200,   0.00000,
,,,-00.000000030800,   0.00000,
,,,-00.000000030400,   0.08000,
,,,-00.000000030000,   0.08000,
,,,-00.000000029600,   0.08000,
,,,-00.000000029200,   0.00000,
,,,-00.000000028800,   0.00000,
,,,-00.000000028400,   0.00000,
,,,-00.000000028000,  -0.08000,
,,,-00.000000027600,   0.00000,
,,,-00.000000027200,   0.00000,
,,,-00.000000026800,   0.00000,
