0.050241105;-0.0014940711;0.012822134
0.046288539;0.0024584981;0.012822134
0.042335968;0.0044347825;0.0049169962
0.040359683;0.0083873514;0.0049169962
0.036407113;0.010363637;0.0049169962
0.032454547;0.014316206;0.0049169962
0.028501976;0.01629249;0.012822134
0.024549408;0.022221344;0.0049169962
0.022573123;0.022221344;0.012822134
0.020596838;0.028150197;0.0049169962
0.016644269;0.032102767;0.0049169962
0.010715415;0.036055338;0.0049169962
0.0087391306;0.040007904;0.012822134
0.0047865612;0.041984189;0.0049169962
0.00083399209;0.04593676;0.012822134
-0.0011422925;0.047913045;0.012822134
-0.0070711463;0.051865611;0.0049169962
-0.0090474309;0.053841896;0.012822134
-0.011023715;0.057794467;0.0049169962
-0.014976284;0.061747037;0.0049169962
-0.016952569;0.061747037;0.012822134
-0.018928854;0.065699607;0.012822134
-0.022881422;0.067675889;0.0049169962
-0.024857707;0.069652177;0.0049169962
-0.028810278;0.071628459;0.0049169962
-0.030786561;0.071628459;0.0049169962
-0.032762844;0.07360474;0.012822134
-0.034739129;0.075581029;0.0049169962
-0.036715414;0.07755731;0.012822134
-0.0386917;0.07755731;0.0049169962
-0.036715414;0.07755731;0.0049169962
-0.036715414;0.07755731;0.0049169962
-0.036715414;0.07755731;0.012822134
-0.036715414;0.07755731;0.012822134
-0.036715414;0.075581029;0.0049169962
-0.0386917;0.075581029;0.0049169962
-0.036715414;0.075581029;0.0049169962
-0.036715414;0.07360474;0.0049169962
-0.034739129;0.07360474;0.0049169962
-0.032762844;0.071628459;0.0049169962
-0.032762844;0.069652177;0.0049169962
-0.028810278;0.067675889;0.0049169962
-0.028810278;0.065699607;0.012822134
-0.026833992;0.063723318;0.0049169962
-0.024857707;0.061747037;0.0049169962
-0.020905139;0.057794467;0.012822134
-0.020905139;0.055818181;0.0049169962
-0.014976284;0.053841896;0.012822134
-0.011023715;0.04988933;0.0049169962
-0.011023715;0.04593676;0.0049169962
-0.0070711463;0.043960474;0.012822134
-0.0050948616;0.040007904;0.012822134
-0.0011422925;0.038031619;0.012822134
0.00083399209;0.034079053;0.012822134
0.0067628459;0.032102767;0.0049169962
0.0087391306;0.028150197;0.0049169962
0.0126917;0.024197629;0.0049169962
0.016644269;0.020245058;0.0049169962
0.018620552;0.018268775;0.0049169962
0.022573123;0.014316206;0.012822134
0.026525691;0.010363637;0.0049169962
0.030478261;0.0083873514;0.0049169962
0.034430832;0.0044347825;0.0049169962
0.038383398;0.00048221345;0.0049169962
0.040359683;-0.0014940711;0.0049169962
0.044312254;-0.0054466403;0.012822134
0.048264824;-0.007422925;0.0049169962
0.05221739;-0.011375494;0.0049169962
0.054193676;-0.013351778;0.012822134
0.056169961;-0.017304348;0.012822134
0.058146246;-0.019280633;0.0049169962
0.064075097;-0.021256916;0.0049169962
0.066051386;-0.023233201;0.012822134
0.068027668;-0.027185772;0.012822134
0.070003949;-0.027185772;0.0049169962
0.071980238;-0.029162055;0.0049169962
0.071980238;-0.029162055;0.0049169962
0.075932808;-0.033114623;0.0049169962
0.07790909;-0.033114623;0.012822134
0.07790909;-0.033114623;0.0049169962
0.07790909;-0.035090908;0.0049169962
0.07790909;-0.033114623;0.0049169962
0.079885378;-0.033114623;0.012822134
0.079885378;-0.035090908;0.0049169962
0.079885378;-0.033114623;0.0049169962
0.079885378;-0.033114623;0.0049169962
0.07790909;-0.033114623;0.012822134
0.07790909;-0.03113834;0.012822134
0.073956519;-0.029162055;0.012822134
0.075932808;-0.029162055;0.0049169962
0.073956519;-0.027185772;0.0049169962
0.071980238;-0.023233201;0.0049169962
0.070003949;-0.021256916;0.0049169962
0.070003949;-0.019280633;0.0049169962
0.066051386;-0.017304348;0.0049169962
0.062098816;-0.015328064;0.012822134
0.062098816;-0.013351778;0.012822134
0.058146246;-0.011375494;0.0049169962
0.056169961;-0.007422925;0.0049169962
0.05221739;-0.0054466403;0.012822134
0.048264824;-0.0014940711;0.0049169962
0.046288539;0.0024584981;0.0049169962
0.044312254;0.0044347825;0.0049169962
0.040359683;0.0083873514;0.0049169962
0.036407113;0.010363637;0.0049169962
