1.000000	1.000000	-2.000000	-3.000000	452.000000	454.000000	0.000000	0.500000	0.012179	92.666667	82.111111	-0.020000	-0.020000	-0.020000	-0.020000	43873375.983418	0.151298	1.380017	-0.000147	0.003300	0.000000	1.000000	0.000449	-0.050667	42000000.000000	-0.886856
2.000000	1.000000	-4.020000	-5.588336	454.000000	456.568336	0.284168	0.500000	1.000000	44.333333	31.000000	-0.020000	-0.020000	-0.020000	-0.020000	43873377.485504	0.142357	1.329868	0.005717	0.002785	0.000000	1.000000	0.000580	-0.051117	42000000.000000	0.881983
3.000000	1.000000	-4.040000	-5.608336	452.000000	456.568336	-0.715832	0.500000	1.000000	478.000000	17.000000	-0.020000	-0.020000	-0.020000	-0.020000	43873378.985590	0.142728	1.333122	0.004412	0.000948	0.000000	1.000000	0.001029	-0.050667	42000000.000000	0.881983
4.000000	1.000000	-4.060000	-5.628336	450.330715	456.568336	-1.550475	0.372802	1.000000	568.666667	1.000000	-0.020000	-0.020000	-0.020000	-0.020000	43873380.485676	0.143098	1.353259	0.005314	0.009648	0.000000	1.000000	0.001403	-0.050294	42000000.000000	0.881983
5.000000	1.000000	-6.080000	-5.648336	452.330715	456.568336	-2.550475	0.089651	1.000000	1606.222222	1.000000	-0.020000	-0.020000	-0.020000	-0.020000	43873381.983761	0.138088	1.353855	-0.000066	0.009164	0.000000	1.000000	0.000955	-0.050742	42000000.000000	0.881983
6.000000	1.000000	-8.053553	-3.600154	454.284268	454.500154	-4.561342	0.071787	0.204545	1727.333333	29.333333	-0.020000	-0.020000	-0.020000	-0.020000	43873383.483847	0.146900	1.339968	-0.004609	0.002253	0.000000	1.000000	0.000049	-0.051181	42000000.000000	-0.710227
7.000000	1.000000	-8.073553	-3.620154	452.284268	454.500154	-5.561342	0.347145	0.642857	815.222222	34.222222	-0.020000	-0.020000	-0.020000	-0.020000	43873384.983933	0.145418	1.363472	-0.006720	0.008600	0.000000	1.000000	0.000498	-0.050731	42000000.000000	-0.710227
8.000000	1.000000	-8.093553	-3.640154	450.633704	453.571582	-5.922338	0.212746	1.000000	1067.000000	1.000000	-0.020000	-0.020000	-0.020000	-0.020000	43873386.484019	0.142518	1.343835	-0.002386	0.004251	0.000000	1.000000	0.000659	-0.050362	42000000.000000	-0.710227
9.000000	1.000000	-10.113553	-3.660154	452.633704	453.571582	-6.922338	0.151760	1.000000	1733.000000	1.000000	-0.020000	-0.020000	-0.020000	-0.020000	43873387.984105	0.149703	1.332864	-0.008846	-0.000115	0.000000	1.000000	0.000211	-0.050810	42000000.000000	-0.710227
10.000000	1.000000	-11.737440	-1.248499	454.237592	451.139928	-8.940109	0.768640	0.064748	2458.888889	15.444444	-0.020000	-0.020000	-0.020000	-0.020000	43873389.486191	0.146207	1.335828	0.007360	-0.001887	0.000000	1.000000	-0.000696	-0.051170	42000000.000000	-0.835046
11.000000	1.000000	-11.757440	-1.268499	452.237592	451.139928	-9.940109	0.004854	0.045226	824.000000	22.111111	-0.020000	-0.020000	-0.020000	-0.020000	43873390.984276	0.143259	1.323118	-0.007735	-0.000791	0.000000	1.000000	-0.000246	-0.050721	42000000.000000	-0.835046
12.000000	1.000000	-11.777440	-1.288499	449.830651	449.967402	-10.557316	0.161370	0.496198	1171.222222	116.888889	-0.020000	-0.020000	-0.020000	-0.020000	43873392.484362	0.146030	1.328015	-0.003949	-0.003063	0.000000	1.000000	0.000031	-0.050182	42000000.000000	-0.835046
13.000000	1.000000	-11.797440	-1.308499	449.830651	449.967402	-10.557316	0.298653	1.000000	2153.000000	1.000000	-0.020000	-0.020000	-0.020000	-0.020000	43873393.984448	0.139039	1.332606	0.004251	0.001448	0.000000	1.000000	0.000031	-0.050182	42000000.000000	-0.835046
14.000000	1.000000	-12.868788	0.429407	450.881999	448.209495	-11.961943	0.703018	0.323882	2327.111111	101.888889	-0.020000	-0.020000	-0.020000	-0.020000	43873395.484534	0.140956	1.347395	0.006442	0.004638	0.000000	1.000000	-0.000596	-0.050417	42000000.000000	-0.603677
15.000000	1.000000	-12.888788	0.409407	448.881999	448.209495	-12.961943	0.136797	0.019190	1571.666667	52.111111	-0.020000	-0.020000	-0.020000	-0.020000	43873396.986619	0.149204	1.345623	-0.001935	0.002382	0.000000	1.000000	-0.000150	-0.049971	42000000.000000	-0.603677
16.000000	1.000000	-12.908788	0.389407	447.201121	448.209495	-13.802382	0.783289	0.019190	1917.555556	52.111111	-0.020000	-0.020000	-0.020000	-0.020000	43873398.485705	0.139409	1.337069	-0.003159	0.008826	0.000000	1.000000	0.000224	-0.049597	42000000.000000	-0.603677
17.000000	1.000000	-12.928788	0.369407	447.201121	448.209495	-13.802382	0.621717	0.782609	2449.666667	5.111111	-0.020000	-0.020000	-0.020000	-0.020000	43873399.983791	0.145080	1.309006	-0.002596	-0.001387	0.000000	1.000000	0.000224	-0.049597	42000000.000000	-0.603677
18.000000	1.000000	-12.022652	-0.215810	446.274985	448.774713	-13.056705	0.265511	1.000000	2192.000000	1.000000	-0.020000	-0.020000	-0.020000	-0.020000	43873401.484877	0.147093	1.335232	0.006200	-0.001210	0.000000	1.000000	0.000555	-0.049392	42000000.000000	0.194099
