mesurement	 time stamp	N1S0	N3P0	 Ntot	ex.rate	time stamp 2		# AOM frequency A	# AOM frequency B	# Zeeman shift (Hz)	# fHgAOM (Hz)	# drift rate A	# drift rate B
0.000	3512987624.468	0.000	98002223.000	98002806.000	98017760.000	98017500.000	196005029.000	-1166.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3512987624.468	0.000	0.000	0.000	NaN
1.000	3512987630.791	0.000	98002223.000	98002806.000	98017760.000	98017500.000	196005029.000	-1166.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	3512987630.791	0.577	-5.032	-4.455	1.130
2.000	3512987632.291	0.000	98002223.000	98002806.000	98017760.000	98017500.000	196005029.000	-1166.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	3512987632.291	2.797	8.979	11.776	0.762
3.000	3512987633.790	0.000	98002223.000	98002806.000	98017760.000	98017500.000	196005029.000	-1166.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	3512987633.790	-8.036	5.032	-3.004	-1.675
4.000	3512987635.290	-12.378	98002223.000	98002806.000	98017760.000	98017500.000	196005029.000	-1166.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.000	3512987635.290	-0.044	-12.333	-12.378	0.996
5.000	3512987636.791	-12.378	98002223.000	98002806.000	98017760.000	98017500.000	196005029.000	-1166.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5.000	3512987636.791	3.108	-1.480	1.628	-0.909
6.000	3512987638.292	-12.378	98002223.000	98002806.000	98017760.000	98017500.000	196005029.000	-1166.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	6.000	3512987638.292	-11.766	48.248	36.482	1.323
7.000	3512987639.792	-12.378	98002223.000	98002806.000	98017760.000	98017500.000	196005029.000	-1166.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	7.000	3512987639.792	47.952	19.536	67.488	0.289
8.000	3512987641.290	106.960	98002223.000	98002806.000	98017760.000	98017500.000	196005029.000	-1166.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	8.000	3512987641.290	31.480	75.480	106.960	0.706
9.000	3512987642.791	106.960	98002223.000	98002806.000	98017760.000	98017500.000	196005029.000	-1166.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	3512987642.791	36.053	93.733	129.786	0.722
10.000	3512987644.291	106.960	98002223.000	98002806.000	98017760.000	98017500.000	196005029.000	-1166.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	10.000	3512987644.291	-24.908	-31.376	-56.284	0.557
