F,G,P
2.33745300000e02,3.15396059938e05,-4.42588005066e01
2.51332200000e02,2.87612860845e05,-4.16904983521e01
2.70242300000e02,2.83773560530e05,-5.20059204102e01
2.90575100000e02,2.62778274574e05,-5.50887832642e01
3.12437800000e02,2.35057513345e05,-5.56853485107e01
3.35945400000e02,2.39497139615e05,-5.65597114563e01
3.61221700000e02,2.27139761754e05,-6.01338768005e01
3.88399800000e02,2.09266262096e05,-6.11961898804e01
4.17622800000e02,2.11776641261e05,-6.51908111572e01
4.49044400000e02,1.97140736443e05,-6.49271011353e01
4.82830200000e02,1.79028702849e05,-7.12801208496e01
5.19158100000e02,1.74021673189e05,-7.35811157227e01
5.58219200000e02,1.74992456841e05,-7.72387771606e01
6.00219200000e02,1.61102436028e05,-7.39239273071e01
6.45379300000e02,1.44274089182e05,-7.61323547363e01
6.93937300000e02,1.38842925247e05,-7.88769683838e01
7.46148600000e02,1.19845531382e05,-8.23377990723e01
8.02288400000e02,1.14287540626e05,-8.34345626831e01
8.62652000000e02,1.09148576876e05,-8.70664062500e01
9.27557400000e02,9.98766664615e04,-8.94363250732e01
9.97346200000e02,9.13514222514e04,-9.06540451050e01
1.07238590000e03,9.06397108284e04,-8.87780914307e01
1.15307150000e03,8.23970718521e04,-9.40056762695e01
1.23982790000e03,7.40646619219e04,-9.70039672852e01
1.33311170000e03,7.11224331306e04,-9.81560440063e01
1.43341420000e03,6.08767670638e04,-9.78957672119e01
1.54126340000e03,6.15088328649e04,-1.01366142273e02
1.65722700000e03,5.37706306842e04,-1.03019119263e02
1.78191570000e03,4.79673205091e04,-1.02856605530e02
1.91598590000e03,4.46096821331e04,-1.06967163086e02
2.06014340000e03,4.39945823931e04,-1.06638664246e02
2.21514730000e03,3.91061902155e04,-1.10013587952e02
2.38181350000e03,3.42051397581e04,-1.13897514343e02
2.56101960000e03,3.23642706215e04,-1.11842834473e02
2.75370910000e03,2.90305783832e04,-1.14619590759e02
2.96089630000e03,2.57692093496e04,-1.17063514709e02
3.18367230000e03,2.25512315209e04,-1.21313613892e02
3.42320970000e03,2.02897343416e04,-1.21276969910e02
3.68076980000e03,2.02251530445e04,-1.25702224731e02
3.95770850000e03,1.83479944863e04,-1.22974067688e02
4.25548390000e03,1.61094049738e04,-1.26969482422e02
4.57566380000e03,1.32288852037e04,-1.30792663574e02
4.91993370000e03,1.26596198033e04,-1.27878662109e02
5.29010630000e03,1.07540606759e04,-1.31771850586e02
5.68813050000e03,9.47095249518e03,-1.33202743530e02
6.11610180000e03,8.52186502277e03,-1.34322372437e02
6.57627330000e03,7.36064064505e03,-1.34597198486e02
7.07106780000e03,6.49425080112e03,-1.36531402588e02
7.60309040000e03,5.88151594923e03,-1.37433486938e02
8.17514190000e03,5.05481495323e03,-1.36269027710e02
8.79023430000e03,4.40889404123e03,-1.38144012451e02
9.45160580000e03,3.93763020516e03,-1.38167236328e02
1.01627385000e04,3.45957069962e03,-1.37347808838e02
1.09273764000e04,2.97132692876e03,-1.36626983643e02
1.17495451000e04,2.61241669310e03,-1.37076416016e02
1.26335732000e04,2.34122032225e03,-1.37633712769e02
1.35841151000e04,2.04094153842e03,-1.36406570435e02
1.46061751000e04,1.80929066226e03,-1.35602172852e02
1.57051342000e04,1.56194982631e03,-1.33657562256e02
1.68867783000e04,1.39729538901e03,-1.33937759399e02
1.81573285000e04,1.21723301564e03,-1.32124649048e02
1.95234742000e04,1.06672449984e03,-1.29926147461e02
2.09924077000e04,9.49217825702e02,-1.28115768433e02
2.25718628000e04,8.38216306133e02,-1.26965507507e02
2.42701551000e04,7.48350090931e02,-1.24092811584e02
2.60962258000e04,6.64965504955e02,-1.22612998962e02
2.80596889000e04,5.88046482994e02,-1.19705795288e02
3.01708817000e04,5.31661871613e02,-1.17419761658e02
3.24409192000e04,4.76866177494e02,-1.14721603394e02
3.48817529000e04,4.23413355749e02,-1.10751419067e02
3.75062334000e04,3.83622365349e02,-1.08088157654e02
4.03281780000e04,3.44671161889e02,-1.04970367432e02
4.33624440000e04,3.11478704301e02,-1.01302284241e02
4.66250061000e04,2.84252795214e02,-9.84730300903e01
5.01330413000e04,2.59751850110e02,-9.44960708618e01
5.39050188000e04,2.38245784571e02,-9.11122512817e01
5.79607974000e04,2.20224539168e02,-8.77136154175e01
6.23217301000e04,2.03305682768e02,-8.37137603760e01
6.70107767000e04,1.90538901561e02,-8.00844192505e01
7.20526240000e04,1.74968991592e02,-7.62629547119e01
7.74738166000e04,1.63654050904e02,-7.23516998291e01
8.33028963000e04,1.54048829739e02,-6.81186676025e01
8.95705522000e04,1.45812359429e02,-6.43053436279e01
9.63097823000e04,1.37891311471e02,-5.97144126892e01
1.03556067800e05,1.30394483449e02,-5.54399871826e01
1.11347559200e05,1.24470718450e02,-5.12305107117e01
1.19725277200e05,1.21079571541e02,-4.70550727844e01
1.28733329400e05,1.15621809600e02,-4.20993995667e01
1.38419141500e05,1.11965869442e02,-3.84983978271e01
1.48833707800e05,1.09078529442e02,-3.41024742126e01
1.60031859400e05,1.05795686263e02,-3.01135711670e01
1.72072552600e05,1.05563494322e02,-2.55260410309e01
1.85019179700e05,1.03448407730e02,-2.15689773560e01
1.98939902700e05,1.03243628653e02,-1.68442554474e01
2.13908011800e05,1.04341233211e02,-1.33714704514e01
2.30002311800e05,1.03762203630e02,-8.82872104645e00
2.47307536400e05,1.04341910952e02,-5.06100559235e00
2.65914794800e05,1.06852932007e02,-1.57538139820e00
2.85922051400e05,1.07090477846e02,2.70595574379e00
3.07434640900e05,1.11538330104e02,5.96271276474e00
3.30565823700e05,1.12628376965e02,9.40419292450e00
3.55437381700e05,1.16002431833e02,1.24812822342e01
3.82180259500e05,1.21657768359e02,1.54694643021e01
4.10935254100e05,1.24084015532e02,1.76914997101e01
4.41853755800e05,1.29912707056e02,2.05564651489e01
4.75098545600e05,1.38363493442e02,2.27673778534e01
5.10844651700e05,1.42436918398e02,2.51767272949e01
5.49280271700e05,1.51176324185e02,2.63501834869e01
5.90607762700e05,1.60191955381e02,2.80012092590e01
6.35044707300e05,1.66522690119e02,2.97462863922e01
6.82825058800e05,1.75345850463e02,3.08229598999e01
7.34200373000e05,1.85124349699e02,3.15472373962e01
7.89441132400e05,1.97078490348e02,3.26932868958e01
8.48838170700e05,2.11021984149e02,3.12008285522e01
9.12704203500e05,2.22761855338e02,3.26464004517e01
9.81375475300e05,2.29670728404e02,3.05726261139e01
1.05521352890e06,2.65000695489e02,3.22912521362e01
1.13460710980e06,2.73785538900e02,3.01106929779e01
1.21997421210e06,3.00483547550e02,2.50888023376e01
1.31176427980e06,3.27783598123e02,1.60352001190e01
1.41046057260e06,2.39326284828e02,1.19671983719e01
1.51658271040e06,2.58106921462e02,2.64158401489e01
1.63068940900e06,2.90930431257e02,2.88421630859e01
1.75338142140e06,3.08565659108e02,2.95280265808e01
1.88530470130e06,3.59920597231e02,2.91750831604e01
2.02715380300e06,4.12359508091e02,2.63778438568e01
2.17967553910e06,5.54316643141e02,1.88518867493e01
2.34367291160e06,6.07011714602e02,1.13631477356e01
2.52000933990e06,6.25403900384e02,3.21443867683e00
2.70961320660e06,6.66068014182e02,-7.33031654358e00
2.91348274520e06,6.38946680197e02,-1.02770528793e01
3.13269129550e06,7.35098579141e02,-2.67992668152e01
3.36839295480e06,7.23653140254e02,-3.26993370056e01
3.62182865390e06,7.89410563191e02,-4.63452186584e01
3.89433269050e06,5.58572017550e02,-5.77037429810e01
4.18733975390e06,6.12167435755e02,-6.68942947388e01
4.50239247850e06,3.94385187502e02,-7.25087738037e01
4.84114956550e06,3.38465490688e02,-6.84763031006e01
5.20539451590e06,3.67524133896e02,-5.36087875366e01
5.59704501990e06,4.66369551061e02,-5.15334854126e01
6.01816305350e06,7.76640406338e02,-5.66853523254e01
6.47096573460e06,3.72357066881e02,-1.40990661621e02
6.95783699550e06,2.61660077876e02,-7.00273742676e01
7.48134013390e06,3.74123484600e02,-7.43748397827e01
8.04423130860e06,4.15900834034e02,-8.51330490112e01
8.64947404980e06,4.43703730352e02,-9.55694351196e01
9.30025486200e06,4.76495121575e02,-1.10924270630e02
1.00000000000e07,4.43542597322e02,-1.22168281555e02
