mesurement	 time stamp	N1S0	N3P0	 Ntot	ex.rate	time stamp 2		# AOM frequency A	# AOM frequency B	# Zeeman shift (Hz)	# fHgAOM (Hz)	# drift rate A	# drift rate B
633.000	0.563	633.000	3511943719.329	1580.775	209.272	1790.047	0.117	-2.145	2.003	-0.995	-2.224
634.000	0.563	634.000	3511943720.838	613.120	858.993	1472.113	0.584	-2.145	-1.314	-0.995	-2.224
635.000	-0.996	635.000	3511943722.329	1645.066	175.331	1820.397	0.096	-2.145	-1.314	-0.995	-2.224
636.000	-0.996	636.000	3511943723.838	1353.180	358.654	1711.834	0.210	-2.145	-1.314	-0.158	-2.224
637.000	-0.700	637.000	3511943725.329	440.626	636.598	1077.224	0.591	-2.145	-1.314	-0.158	-2.224
638.000	-0.700	638.000	3511943726.839	615.340	509.120	1124.461	0.453	-2.145	-1.314	-0.158	0.318
639.000	-0.772	639.000	3511943728.330	1144.722	231.670	1376.391	0.168	-2.145	-1.314	-0.158	0.318
640.000	-0.772	640.000	3511943729.839	490.176	668.862	1159.038	0.577	2.053	-1.314	-0.158	0.318
641.000	1.102	641.000	3511943731.329	1322.455	170.990	1493.445	0.114	2.053	-1.314	-0.158	0.318
642.000	1.102	642.000	3511943732.830	1406.549	234.136	1640.685	0.143	2.053	0.498	-0.158	0.318
643.000	1.478	643.000	3511943734.331	947.053	708.822	1655.875	0.428	2.053	0.498	-0.158	0.318
644.000	1.478	644.000	3511943735.839	1116.128	570.097	1686.225	0.338	2.053	0.498	-0.608	0.318
645.000	2.287	645.000	3511943737.330	1152.181	127.971	1280.152	0.100	2.053	0.498	-0.608	0.318
646.000	2.287	646.000	3511943738.839	631.235	492.643	1123.878	0.438	2.053	0.498	-0.608	1.799
647.000	0.689	647.000	3511943740.331	619.114	602.163	1221.278	0.493	2.053	0.498	-0.608	1.799
648.000	0.689	648.000	3511943741.839	1072.172	198.715	1270.887	0.156	0.124	0.498	-0.608	1.799
649.000	0.576	649.000	3511943743.337	1490.465	217.264	1707.729	0.127	0.124	0.498	-0.608	1.799
650.000	0.576	650.000	3511943744.838	1169.764	495.603	1665.367	0.298	0.124	-0.396	-0.608	1.799
