mesurement	 time stamp	N1S0	N3P0	 Ntot	ex.rate	time stamp 2		# AOM frequency A	# AOM frequency B	# Zeeman shift (Hz)	# fHgAOM (Hz)	# drift rate A	# drift rate B
18.000	-6.516	18.000	3514338584.950	1191.031	1076.060	2267.091	0.475	-1.064	0.129	1.244	0.209
19.000	-6.387	19.000	3514338586.450	2243.490	244.595	2488.084	0.098	-1.064	0.129	1.244	0.209
20.000	-6.387	20.000	3514338587.950	1543.967	842.910	2386.877	0.353	-1.064	0.129	3.255	0.209
21.000	-9.642	21.000	3514338589.450	1407.481	1028.897	2436.378	0.422	-1.064	0.129	3.255	0.209
22.000	-9.642	22.000	3514338590.950	2364.791	252.982	2617.772	0.097	-1.064	0.129	3.255	-1.654
23.000	-7.905	23.000	3514338592.451	2106.383	265.611	2371.993	0.112	-1.064	0.129	3.255	-1.654
32.000	0.818	32.000	3514338605.950	1766.500	599.697	2366.197	0.253	2.206	2.243	-2.866	1.026
33.000	3.351	33.000	3514338607.451	1765.657	589.731	2355.388	0.250	2.206	2.243	-2.866	1.026
34.000	3.351	34.000	3514338608.950	2021.179	439.462	2460.640	0.179	2.206	0.118	-2.866	1.026
35.000	3.593	35.000	3514338610.450	1744.389	745.230	2489.619	0.299	2.206	0.118	-2.866	1.026
36.000	3.593	36.000	3514338611.951	2236.741	437.488	2674.229	0.164	2.206	0.118	3.573	1.026
37.000	-0.008	37.000	3514338613.451	1141.792	1288.785	2430.577	0.530	2.206	0.118	3.573	1.026
38.000	-0.008	38.000	3514338614.952	2386.547	145.632	2532.179	0.058	2.206	0.118	3.573	0.419
39.000	-0.411	39.000	3514338616.451	1680.941	665.606	2346.547	0.284	2.206	0.118	3.573	0.419
40.000	-0.411	40.000	3514338617.951	1821.823	419.827	2241.650	0.187	-0.632	0.118	3.573	0.419
41.000	-0.730	41.000	3514338619.451	1737.551	605.222	2342.773	0.258	-0.632	0.118	3.573	0.419
42.000	-0.730	42.000	3514338620.950	2142.479	331.915	2474.395	0.134	-0.632	-1.195	3.573	0.419
43.000	-1.854	43.000	3514338622.451	2255.211	510.107	2765.319	0.184	-0.632	-1.195	3.573	0.419
52.000	3.044	52.000	3514338635.951	2294.949	445.086	2740.035	0.162	-1.093	0.379	3.217	-0.848
53.000	-0.147	53.000	3514338637.452	783.439	1520.356	2303.795	0.660	-1.093	0.379	3.217	-0.848
54.000	-0.147	54.000	3514338638.951	2087.823	582.233	2670.056	0.218	-1.093	0.379	3.217	-1.419
55.000	1.406	55.000	3514338640.452	1743.279	644.393	2387.672	0.270	-1.093	0.379	3.217	-1.419
56.000	1.406	56.000	3514338641.951	1374.536	936.150	2310.687	0.405	-1.027	0.379	3.217	-1.419
57.000	0.615	57.000	3514338643.451	1893.395	431.075	2324.470	0.185	-1.027	0.379	3.217	-1.419
58.000	0.615	58.000	3514338644.951	1859.429	409.171	2268.601	0.180	-1.027	-0.486	3.217	-1.419
59.000	0.202	59.000	3514338646.451	1960.750	626.534	2587.284	0.242	-1.027	-0.486	3.217	-1.419
60.000	0.202	60.000	3514338647.952	2120.635	434.232	2554.867	0.170	-1.027	-0.486	-3.889	-1.419
61.000	4.312	61.000	3514338649.453	2297.169	522.243	2819.412	0.185	-1.027	-0.486	-3.889	-1.419
62.000	4.312	62.000	3514338650.953	1095.749	1190.415	2286.163	0.521	-1.027	-0.486	-3.889	1.190
63.000	3.203	63.000	3514338652.453	1837.363	527.966	2365.328	0.223	-1.027	-0.486	-3.889	1.190
64.000	3.203	64.000	3514338653.951	1503.297	687.510	2190.807	0.314	-0.045	-0.486	-3.889	1.190
65.000	3.404	65.000	3514338655.452	1794.783	593.185	2387.968	0.248	-0.045	-0.486	-3.889	1.190
