0.000	0.000	0.000	0.000	0.000
3511329071.003	0.000	0.000	0.000	NaN
3511329072.349	-1.237	0.469	-0.768	-0.610
3511329073.851	3.147	3.144	6.291	0.500
3511329075.350	-0.389	-4.476	-4.865	0.920
3511329076.849	1.801	-2.282	-0.481	4.743
3511329078.350	-1.341	-1.882	-3.223	0.584
3511329079.852	-2.299	4.073	1.774	2.296
3511329081.350	-0.391	-2.829	-3.220	0.879
3511329082.849	-2.649	-3.456	-6.105	0.566
3511329084.349	276.277	23.562	299.839	0.079
3511329085.849	998.215	72.087	1070.302	0.067
3511329087.350	1036.030	25.602	1061.632	0.024
3511329088.851	924.429	55.600	980.029	0.057
3511329090.360	923.829	-14.458	909.371	-0.016
3511329091.898	865.373	6.356	871.729	0.007
3511329093.360	886.475	-65.569	820.906	-0.080
3511329094.860	863.608	22.853	886.461	0.026
3511329096.360	1015.607	-50.880	964.727	-0.053
3511329097.859	940.682	35.649	976.331	0.037
3511329099.359	956.092	58.356	1014.448	0.058
3511329100.860	896.158	3.380	899.538	0.004
3511329102.360	1003.657	8.711	1012.368	0.009
3511329103.860	887.253	25.684	912.937	0.028
3511329105.360	1013.623	55.604	1069.228	0.052
3511329106.860	971.782	-29.218	942.564	-0.031
3511329108.360	975.491	87.871	1063.362	0.083
3511329109.860	905.168	15.311	920.479	0.017
3511329111.360	905.346	-115.598	789.748	-0.146
3511329112.859	985.245	30.387	1015.632	0.030
3511329114.360	986.195	12.084	998.279	0.012
3511329115.860	984.470	-25.358	959.112	-0.026
3511329117.360	994.932	21.596	1016.528	0.021
3511329118.860	962.772	-7.853	954.919	-0.008
3511329120.359	937.114	20.573	957.687	0.021
3511329121.860	991.673	151.716	1143.389	0.133
3511329123.361	911.914	23.242	935.156	0.025
3511329124.861	901.493	46.253	947.746	0.049
3511329126.361	931.214	-99.176	832.038	-0.119
3511329127.861	941.603	96.667	1038.270	0.093
3511329129.360	945.031	49.473	994.504	0.050
3511329130.860	875.977	-28.660	847.317	-0.034
3511329132.360	984.716	167.264	1151.980	0.145
3511329133.860	923.968	44.216	968.184	0.046
3511329135.360	880.573	61.571	942.144	0.065
3511329136.860	883.681	197.658	1081.339	0.183
3511329138.360	955.033	112.302	1067.335	0.105
3511329139.860	901.566	69.816	971.382	0.072
3511329141.361	861.877	113.556	975.432	0.116
3511329142.860	930.859	116.073	1046.932	0.111
3511329144.360	832.934	48.764	881.698	0.055
3511329145.860	893.506	102.793	996.299	0.103
3511329147.360	886.224	26.151	912.375	0.029
3511329148.860	923.508	111.200	1034.708	0.107
3511329150.361	969.801	43.111	1012.912	0.043
3511329151.860	939.765	58.507	998.272	0.059
3511329153.360	842.864	70.051	912.915	0.077
3511329154.860	976.021	91.880	1067.901	0.086
3511329156.360	845.132	56.780	901.912	0.063
3511329157.860	881.951	6.833	888.784	0.008
3511329159.361	912.483	-14.058	898.425	-0.016
3511329160.861	914.180	23.489	937.669	0.025
3511329162.361	969.273	91.962	1061.235	0.087
3511329163.860	894.708	61.413	956.121	0.064
3511329165.360	985.881	28.818	1014.699	0.028
3511329166.865	854.494	11.851	866.345	0.014
3511329168.360	850.221	29.604	879.825	0.034
3511329169.860	844.811	84.582	929.393	0.091
3511329171.361	836.755	67.698	904.453	0.075
3511329172.861	774.838	84.340	859.178	0.098
3511329174.360	798.124	130.589	928.713	0.141
3511329175.861	675.218	256.013	931.231	0.275
3511329177.361	461.739	438.993	900.732	0.487
3511329178.861	515.170	384.569	899.739	0.427
3511329180.360	568.601	272.816	841.417	0.324
3511329181.861	550.367	360.536	910.903	0.396
3511329183.360	566.130	381.424	947.555	0.403
3511329184.860	647.196	275.324	922.520	0.298
3511329186.360	659.992	172.384	832.376	0.207
3511329187.860	608.996	260.800	869.796	0.300
3511329189.365	556.055	444.876	1000.931	0.444
3511329190.860	689.956	228.209	918.165	0.249
3511329192.360	743.109	184.311	927.420	0.199
3511329193.861	765.612	13.744	779.356	0.018
3511329195.361	758.126	106.180	864.306	0.123
3511329196.868	783.711	68.642	852.353	0.081
3511329198.361	743.210	-18.222	724.988	-0.025
3511329199.861	733.810	27.798	761.608	0.036
3511329201.361	662.144	-12.487	649.657	-0.019
3511329202.861	673.241	24.349	697.590	0.035
3511329204.361	585.282	-51.200	534.082	-0.096
3511329205.917	608.321	24.184	632.505	0.038
3511329207.360	551.957	73.747	625.704	0.118
3511329208.861	528.845	26.382	555.227	0.048
3511329210.360	545.349	18.916	564.265	0.034
3511329211.862	441.170	72.011	513.181	0.140
3511329213.368	518.599	115.360	633.959	0.182
3511329214.860	399.716	50.893	450.609	0.113
3511329216.360	407.457	39.502	446.959	0.088
3511329217.861	398.866	81.120	479.986	0.169
3511329219.367	400.214	126.831	527.045	0.241
3511329220.870	366.533	77.207	443.740	0.174
3511329222.361	274.155	96.902	371.057	0.261
3511329223.861	243.592	79.164	322.756	0.245
3511329225.367	239.598	-10.522	229.076	-0.046
3511329226.860	304.020	43.742	347.762	0.126
3511329228.361	297.946	116.467	414.413	0.281
3511329229.861	291.686	66.980	358.666	0.187
3511329231.367	285.469	33.298	318.767	0.104
3511329232.867	343.418	58.338	401.756	0.145
3511329234.361	408.516	60.073	468.589	0.128
3511329235.861	574.712	64.547	639.259	0.101
3511329237.368	594.329	13.438	607.767	0.022
3511329238.861	655.926	177.402	833.328	0.213
3511329240.366	555.492	13.122	568.614	0.023
3511329241.861	630.976	12.729	643.705	0.020
3511329243.361	629.206	-61.649	567.557	-0.109
3511329244.861	619.170	-51.831	567.339	-0.091
3511329246.367	667.620	-42.649	624.971	-0.068
