0.000	0.000	0.000	0.000	0.000
3511328733.504	0.000	0.000	0.000	NaN
3511328734.876	-22.229	22.776	0.547	41.671
3511328736.376	1832.987	115.360	1948.347	0.059
3511328737.877	1775.952	27.404	1803.357	0.015
3511328739.378	1833.093	29.847	1862.940	0.016
3511328740.878	1886.424	76.724	1963.148	0.039
3511328742.377	1560.775	18.924	1579.699	0.012
3511328743.879	1701.881	-43.660	1658.221	-0.026
3511328745.377	1758.884	64.076	1822.960	0.035
3511328746.892	1825.570	203.087	2028.657	0.100
3511328748.377	39.787	108.838	148.625	0.732
3511328749.878	-3.675	-47.827	-51.502	0.929
3511328751.378	-11.980	-25.136	-37.116	0.677
3511328752.889	1.201	2.120	3.321	0.638
3511328754.388	2469.866	42.804	2512.671	0.017
3511328755.889	2642.068	-135.702	2506.366	-0.054
3511328757.389	2395.337	107.198	2502.535	0.043
3511328758.888	2625.357	-31.887	2593.470	-0.012
3511328760.388	2345.436	51.836	2397.271	0.022
3511328761.888	2295.782	48.298	2344.080	0.021
3511328763.388	2322.116	63.069	2385.185	0.026
3511328764.888	2296.173	20.887	2317.060	0.009
3511328766.389	2502.908	20.813	2523.721	0.008
3511328767.889	2368.197	23.556	2391.752	0.010
3511328769.388	2260.306	27.484	2287.790	0.012
3511328770.889	2389.046	29.767	2418.812	0.012
3511328772.388	2361.659	36.284	2397.943	0.015
3511328773.890	2370.316	18.142	2388.458	0.008
3511328775.389	2171.321	71.538	2242.859	0.032
3511328776.889	2012.578	3.064	2015.643	0.002
3511328778.390	2268.648	61.500	2330.148	0.026
3511328779.889	2396.076	61.487	2457.562	0.025
3511328781.388	2155.422	27.718	2183.140	0.013
3511328782.889	2158.145	51.520	2209.665	0.023
3511328784.389	2127.361	124.624	2251.985	0.055
3511328785.889	2221.295	90.233	2311.528	0.039
3511328787.389	2218.074	100.513	2318.587	0.043
3511328788.889	2024.135	236.684	2260.819	0.105
3511328790.389	2127.254	293.776	2421.030	0.121
3511328791.890	2142.592	250.278	2392.870	0.105
3511328793.388	2222.638	284.287	2506.924	0.113
3511328794.889	2116.866	246.584	2363.450	0.104
3511328796.389	2038.945	323.627	2362.572	0.137
3511328797.889	2140.721	163.340	2304.061	0.071
3511328799.389	2297.485	255.858	2553.343	0.100
3511328800.889	2075.486	256.173	2331.659	0.110
3511328802.389	2169.557	357.873	2527.430	0.142
3511328803.889	2164.749	316.082	2480.831	0.127
3511328805.389	2082.445	210.069	2292.514	0.092
3511328806.889	2233.627	54.353	2287.980	0.024
3511328808.389	2215.921	257.193	2473.115	0.104
3511328809.879	2089.904	191.622	2281.526	0.084
3511328811.389	2248.787	270.307	2519.094	0.107
3511328812.890	2231.398	186.978	2418.376	0.077
3511328814.390	2196.767	158.480	2355.247	0.067
3511328815.890	2247.335	237.396	2484.730	0.096
3511328817.389	2188.356	198.762	2387.118	0.083
3511328818.889	2224.332	120.309	2344.641	0.051
3511328820.389	2305.962	112.613	2418.575	0.047
3511328821.889	2171.180	109.940	2281.120	0.048
3511328823.389	2099.869	111.987	2211.856	0.051
3511328824.889	2474.320	135.309	2609.629	0.052
3511328826.390	2049.685	111.671	2161.356	0.052
3511328827.890	2211.114	70.127	2281.241	0.031
3511328829.389	2263.026	62.353	2325.379	0.027
3511328830.889	2383.460	46.882	2430.342	0.019
3511328832.389	2248.501	89.913	2338.414	0.038
3511328833.889	2276.029	104.367	2380.396	0.044
3511328835.389	2377.701	238.816	2616.517	0.091
3511328836.890	2298.081	95.487	2393.568	0.040
3511328838.390	2143.333	106.647	2249.979	0.047
3511328839.890	2436.225	-22.373	2413.852	-0.009
3511328841.389	2365.722	-58.111	2307.611	-0.025
3511328842.881	2273.201	122.031	2395.232	0.051
3511328844.390	2375.793	116.851	2492.644	0.047
3511328845.890	2409.649	81.047	2490.696	0.033
3511328847.390	2534.112	244.236	2778.347	0.088
3511328848.889	2100.468	69.029	2169.497	0.032
3511328850.390	2386.539	130.444	2516.983	0.052
3511328851.890	2134.815	176.460	2311.275	0.076
3511328853.389	1801.822	473.002	2274.824	0.208
3511328854.889	1546.144	749.182	2295.326	0.326
3511328856.389	1441.151	678.980	2120.131	0.320
3511328857.889	1322.200	716.907	2039.107	0.352
3511328859.389	1559.075	596.676	2155.750	0.277
3511328860.890	1421.397	783.265	2204.662	0.355
3511328862.391	1365.913	814.358	2180.271	0.374
