Record Length,12288,,Source,CH3,CH4
Sample Interval, CH3:0.0000004000000 CH4:0.0000004000000,,Second,Volt,Volt
,,,-0.00237520000,0.00720,3.60000
,,,-0.00237480000,0.00720,3.60000
,,,-0.00237439984,0.00720,3.60000
,,,-0.00237399984,0.00720,3.60000
,,,-0.00237359984,0.00720,3.60000
,,,-0.00237320016,0.00720,3.60000
,,,-0.00237280016,0.00680,3.60000
,,,-0.00237240016,0.00720,3.60000
,,,-0.00237200016,0.00720,3.60000
,,,-0.00237160016,0.00680,3.60000
,,,-0.00237120016,0.00720,3.60000
,,,-0.00237080016,0.00720,3.60000
,,,-0.00237040016,0.00680,3.60000
,,,-0.00237000016,0.00680,3.60000
,,,-0.00236960016,0.00680,3.60000
,,,-0.00236920016,0.00680,3.60000
,,,-0.00236880016,0.00680,3.60000
,,,-0.00236840016,0.00720,3.60000
,,,-0.00236800016,0.00680,3.60000
,,,-0.00236760016,0.00680,3.60000
,,,-0.00236720016,0.00680,3.60000
,,,-0.00236680016,0.00680,3.60000
,,,-0.00236640016,0.00720,3.60000
,,,-0.00236600016,0.00720,3.60000
,,,-0.00236560016,0.00680,3.60000
,,,-0.00236520016,0.00680,3.60000
,,,-0.00236480016,0.00680,3.60000
,,,-0.00236440000,0.00680,3.60000
,,,-0.00236400000,0.00680,3.60000
,,,-0.00236360000,0.00680,3.60000
,,,-0.00236320000,0.00680,3.60000
,,,-0.00236280000,0.00720,3.60000
,,,-0.00236240000,0.00680,3.60000
,,,-0.00236200000,0.00680,3.60000
,,,-0.00236160000,0.00680,3.60000
,,,-0.00236120000,0.00680,3.60000
,,,-0.00236080000,0.00680,3.60000
,,,-0.00236040000,0.00720,3.60000
,,,-0.00236000000,0.00720,3.20000
,,,-0.00235960000,0.00720,3.60000
,,,-0.00235920000,0.00680,3.60000
,,,-0.00235880000,0.00680,3.60000
,,,-0.00235840000,0.00680,3.60000
,,,-0.00235800000,0.00680,3.60000
,,,-0.00235760000,0.00680,3.20000
,,,-0.00235720000,0.00680,3.20000
,,,-0.00235680000,0.00680,3.60000
,,,-0.00235640000,0.00680,3.20000
,,,-0.00235600000,0.00680,3.20000
,,,-0.00235560000,0.00720,3.20000
,,,-0.00235520000,0.00720,3.60000
,,,-0.00235480000,0.00760,3.20000
,,,-0.00235440000,0.00800,3.20000
,,,-0.00235400000,0.01000,3.20000
,,,-0.00235360000,0.01320,3.20000
,,,-0.00235320000,0.01400,3.60000
,,,-0.00235280000,0.01000,3.20000
,,,-0.00235240000,0.00880,3.20000
,,,-0.00235200000,0.00760,3.20000
,,,-0.00235160000,0.00760,3.20000
,,,-0.00235120000,0.00720,3.20000
,,,-0.00235080000,0.00680,3.20000
,,,-0.00235040000,0.00680,3.20000
,,,-0.00235000000,0.00720,3.60000
,,,-0.00234960000,0.00680,3.20000
,,,-0.00234920000,0.00680,3.20000
,,,-0.00234880000,0.00680,3.60000
,,,-0.00234840000,0.00680,3.20000
,,,-0.00234800000,0.00680,3.20000
,,,-0.00234760000,0.00680,3.20000
,,,-0.00234720000,0.00680,3.20000
,,,-0.00234680000,0.00720,3.20000
,,,-0.00234640000,0.00680,3.20000
,,,-0.00234600000,0.00680,3.20000
,,,-0.00234560000,0.00720,3.60000
,,,-0.00234520000,0.00680,3.20000
,,,-0.00234480000,0.00680,3.20000
,,,-0.00234440000,0.00680,3.20000
,,,-0.00234399984,0.00680,3.20000
,,,-0.00234359984,0.00680,3.20000
,,,-0.00234319984,0.00680,3.20000
,,,-0.00234279984,0.00680,3.20000
,,,-0.00234240016,0.00720,3.20000
,,,-0.00234200016,0.00680,3.20000
,,,-0.00234160016,0.00680,3.20000
,,,-0.00234120016,0.00680,3.60000
,,,-0.00234080016,0.00680,3.20000
,,,-0.00234040016,0.00680,3.20000
,,,-0.00234000016,0.00720,2.80000
,,,-0.00233960016,0.00680,3.20000
,,,-0.00233920016,0.00680,3.20000
,,,-0.00233880016,0.00680,3.20000
,,,-0.00233840016,0.00680,3.20000
,,,-0.00233800016,0.00680,3.20000
,,,-0.00233760016,0.00680,3.20000
,,,-0.00233720016,0.00680,3.20000
,,,-0.00233680016,0.00680,3.20000
,,,-0.00233640016,0.00680,3.60000
,,,-0.00233600016,0.00680,3.20000
,,,-0.00233560016,0.00680,3.20000
,,,-0.00233520016,0.00720,3.20000
,,,-0.00233480016,0.00680,3.20000
,,,-0.00233440016,0.00680,3.20000
,,,-0.00233400000,0.00680,3.20000
,,,-0.00233360000,0.00680,3.20000
,,,-0.00233320000,0.00680,3.20000
,,,-0.00233280000,0.00680,3.60000
,,,-0.00233240000,0.00720,3.20000
,,,-0.00233200000,0.00720,3.20000
,,,-0.00233160000,0.00760,3.20000
,,,-0.00233120000,0.00800,3.20000
,,,-0.00233080000,0.00800,3.20000
,,,-0.00233040000,0.00720,3.20000
,,,-0.00233000000,0.00720,3.20000
,,,-0.00232960000,0.00720,3.20000
,,,-0.00232920000,0.00680,3.20000
,,,-0.00232880000,0.00680,3.20000
,,,-0.00232840000,0.00680,3.20000
,,,-0.00232800000,0.00680,3.20000
,,,-0.00232760000,0.00720,3.20000
,,,-0.00232720000,0.00720,3.20000
,,,-0.00232680000,0.00720,3.20000
,,,-0.00232640000,0.00680,3.20000
,,,-0.00232600000,0.00680,2.80000
,,,-0.00232560000,0.00720,3.20000
,,,-0.00232520000,0.00680,3.20000
,,,-0.00232480000,0.00680,3.20000
,,,-0.00232440000,0.00680,3.20000
,,,-0.00232400000,0.00680,3.20000
,,,-0.00232360000,0.00720,3.20000
,,,-0.00232320000,0.00680,2.80000
,,,-0.00232280000,0.00680,3.20000
,,,-0.00232240000,0.00680,3.20000
,,,-0.00232200000,0.00720,3.20000
,,,-0.00232160000,0.00680,2.80000
,,,-0.00232120000,0.00680,3.20000
,,,-0.00232080000,0.00720,3.20000
,,,-0.00232040000,0.00680,3.20000
,,,-0.00232000000,0.00680,2.80000
,,,-0.00231960000,0.00680,2.80000
,,,-0.00231920000,0.00720,2.80000
,,,-0.00231880000,0.00680,2.80000
,,,-0.00231840000,0.00680,3.20000
,,,-0.00231800000,0.00720,3.20000
,,,-0.00231760000,0.00720,3.20000
,,,-0.00231720000,0.00680,2.80000
,,,-0.00231680000,0.00680,2.80000
,,,-0.00231640000,0.00680,2.80000
,,,-0.00231600000,0.00680,3.20000
,,,-0.00231560000,0.00720,2.80000
,,,-0.00231520000,0.00720,2.80000
,,,-0.00231480000,0.00680,3.20000
,,,-0.00231440000,0.00680,3.20000
,,,-0.00231400000,0.00680,2.80000
,,,-0.00231359984,0.00680,3.20000
,,,-0.00231319984,0.00680,3.20000
,,,-0.00231279984,0.00680,2.80000
,,,-0.00231239984,0.00720,3.20000
,,,-0.00231200016,0.00680,2.80000
,,,-0.00231160016,0.00680,2.80000
,,,-0.00231120016,0.00680,2.80000
,,,-0.00231080016,0.00720,3.20000
,,,-0.00231040016,0.00720,2.80000
,,,-0.00231000016,0.00760,2.80000
,,,-0.00230960016,0.00720,2.80000
,,,-0.00230920016,0.00800,3.20000
,,,-0.00230880016,0.00920,2.80000
,,,-0.00230840016,0.01400,3.20000
,,,-0.00230800016,0.01680,2.80000
,,,-0.00230760016,0.01200,2.80000
,,,-0.00230720016,0.00840,2.80000
,,,-0.00230680016,0.00800,2.80000
,,,-0.00230640016,0.00760,2.80000
,,,-0.00230600016,0.00720,2.80000
,,,-0.00230560016,0.00720,2.80000
,,,-0.00230520016,0.00720,2.80000
,,,-0.00230480016,0.00680,2.80000
,,,-0.00230440016,0.00720,2.80000
,,,-0.00230400016,0.00720,3.20000
,,,-0.00230360016,0.00720,2.80000
,,,-0.00230320000,0.00720,2.80000
,,,-0.00230280000,0.00680,2.80000
,,,-0.00230240000,0.00680,2.80000
,,,-0.00230200000,0.00680,2.80000
,,,-0.00230160000,0.00680,2.80000
,,,-0.00230120000,0.00680,2.80000
,,,-0.00230080000,0.00680,2.80000
,,,-0.00230040000,0.00680,2.80000
,,,-0.00230000000,0.00680,2.80000
,,,-0.00229960000,0.00680,2.80000
,,,-0.00229920000,0.00680,2.80000
,,,-0.00229880000,0.00680,2.80000
,,,-0.00229840000,0.00680,2.80000
,,,-0.00229800000,0.00680,2.80000
,,,-0.00229760000,0.00680,2.80000
,,,-0.00229720000,0.00680,2.80000
,,,-0.00229680000,0.00680,2.80000
,,,-0.00229640000,0.00680,2.80000
,,,-0.00229600000,0.00680,2.80000
,,,-0.00229560000,0.00720,2.80000
,,,-0.00229520000,0.00720,2.80000
,,,-0.00229480000,0.00720,2.80000
,,,-0.00229440000,0.00680,2.80000
,,,-0.00229400000,0.00680,2.80000
,,,-0.00229360000,0.00680,2.80000
,,,-0.00229320000,0.00720,2.80000
,,,-0.00229280000,0.00720,2.80000
,,,-0.00229240000,0.00680,2.80000
,,,-0.00229200000,0.00680,2.80000
,,,-0.00229160000,0.00720,2.80000
,,,-0.00229120000,0.00680,2.80000
,,,-0.00229080000,0.00680,2.80000
,,,-0.00229040000,0.00720,2.80000
,,,-0.00229000000,0.00680,2.80000
,,,-0.00228960000,0.00680,2.80000
,,,-0.00228920000,0.00720,2.80000
,,,-0.00228880000,0.00680,2.80000
,,,-0.00228840000,0.00720,2.80000
,,,-0.00228800000,0.00720,2.80000
,,,-0.00228760000,0.00720,2.80000
,,,-0.00228720000,0.00760,2.80000
,,,-0.00228680000,0.00840,2.80000
,,,-0.00228640000,0.00920,2.80000
,,,-0.00228600000,0.01520,2.80000
,,,-0.00228560000,0.01920,2.80000
,,,-0.00228520000,0.02360,2.80000
,,,-0.00228480000,0.01520,2.80000
,,,-0.00228440000,0.00920,2.80000
,,,-0.00228400000,0.00800,2.40000
,,,-0.00228360000,0.00760,2.80000
,,,-0.00228320000,0.00720,2.80000
,,,-0.00228279984,0.00680,2.80000
,,,-0.00228239984,0.00680,2.80000
,,,-0.00228199984,0.00720,2.40000
,,,-0.00228159984,0.00720,2.80000
,,,-0.00228120016,0.00680,2.80000
,,,-0.00228080016,0.00720,2.80000
,,,-0.00228040016,0.00680,2.40000
,,,-0.00228000016,0.00680,2.80000
,,,-0.00227960016,0.00720,2.80000
,,,-0.00227920016,0.00720,2.40000
,,,-0.00227880016,0.00720,2.40000
,,,-0.00227840016,0.00680,2.40000
,,,-0.00227800016,0.00720,2.80000
,,,-0.00227760016,0.00720,2.80000
,,,-0.00227720016,0.00720,2.80000
,,,-0.00227680016,0.00680,2.40000
,,,-0.00227640016,0.00680,2.80000
,,,-0.00227600016,0.00680,2.40000
,,,-0.00227560016,0.00680,2.80000
,,,-0.00227520016,0.00680,2.80000
,,,-0.00227480016,0.00680,2.40000
,,,-0.00227440016,0.00680,2.40000
,,,-0.00227400016,0.00680,2.80000
,,,-0.00227360016,0.00680,2.40000
,,,-0.00227320016,0.00680,2.40000
,,,-0.00227280000,0.00680,2.40000
,,,-0.00227240000,0.00680,2.40000
,,,-0.00227200000,0.00680,2.40000
,,,-0.00227160000,0.00680,2.40000
,,,-0.00227120000,0.00680,2.80000
,,,-0.00227080000,0.00680,2.80000
,,,-0.00227040000,0.00680,2.40000
,,,-0.00227000000,0.00680,2.40000
,,,-0.00226960000,0.00680,2.40000
,,,-0.00226920000,0.00680,2.40000
,,,-0.00226880000,0.00680,2.80000
,,,-0.00226840000,0.00680,2.40000
,,,-0.00226800000,0.00720,2.40000
,,,-0.00226760000,0.00720,2.40000
,,,-0.00226720000,0.00680,2.40000
,,,-0.00226680000,0.00680,2.40000
,,,-0.00226640000,0.00640,2.40000
,,,-0.00226600000,0.00680,2.40000
,,,-0.00226560000,0.00680,2.40000
,,,-0.00226520000,0.00680,2.40000
,,,-0.00226480000,0.00680,2.40000
,,,-0.00226440000,0.00680,2.40000
,,,-0.00226400000,0.00680,2.40000
,,,-0.00226360000,0.00680,2.40000
,,,-0.00226320000,0.00680,2.40000
,,,-0.00226280000,0.00680,2.40000
,,,-0.00226240000,0.00720,2.40000
,,,-0.00226200000,0.00680,2.40000
,,,-0.00226160000,0.00680,2.40000
,,,-0.00226120000,0.00680,2.40000
,,,-0.00226080000,0.00680,2.40000
,,,-0.00226040000,0.00680,2.40000
,,,-0.00226000000,0.00680,2.40000
,,,-0.00225960000,0.00680,2.40000
,,,-0.00225920000,0.00680,2.40000
,,,-0.00225880000,0.00720,2.40000
,,,-0.00225840000,0.00680,2.40000
,,,-0.00225800000,0.00680,2.40000
,,,-0.00225760000,0.00720,2.40000
,,,-0.00225720000,0.00680,2.40000
,,,-0.00225680000,0.00680,2.40000
,,,-0.00225640000,0.00680,2.40000
,,,-0.00225600000,0.00680,2.40000
,,,-0.00225560000,0.00680,2.40000
,,,-0.00225520000,0.00720,2.40000
,,,-0.00225480000,0.00680,2.40000
,,,-0.00225440000,0.00680,2.40000
,,,-0.00225400000,0.00680,2.40000
,,,-0.00225360000,0.00680,2.40000
,,,-0.00225320000,0.00680,2.40000
,,,-0.00225280000,0.00680,2.40000
,,,-0.00225239984,0.00680,2.40000
,,,-0.00225199984,0.00680,2.40000
,,,-0.00225159984,0.00680,2.40000
,,,-0.00225119984,0.00680,2.40000
,,,-0.00225080016,0.00680,2.40000
,,,-0.00225040016,0.00720,2.40000
,,,-0.00225000016,0.00680,2.40000
,,,-0.00224960016,0.00680,2.40000
,,,-0.00224920016,0.00720,2.40000
,,,-0.00224880016,0.00720,2.40000
,,,-0.00224840016,0.00680,2.40000
,,,-0.00224800016,0.00680,2.00000
,,,-0.00224760016,0.00680,2.40000
,,,-0.00224720016,0.00680,2.40000
,,,-0.00224680016,0.00720,2.40000
,,,-0.00224640016,0.00680,2.40000
,,,-0.00224600016,0.00680,2.00000
,,,-0.00224560016,0.00680,2.40000
,,,-0.00224520016,0.00720,2.40000
,,,-0.00224480016,0.00720,2.40000
,,,-0.00224440016,0.00720,2.00000
,,,-0.00224400016,0.00720,2.40000
,,,-0.00224360016,0.00720,2.40000
,,,-0.00224320016,0.00720,2.40000
,,,-0.00224280016,0.00720,2.40000
,,,-0.00224240000,0.00760,2.40000
,,,-0.00224200000,0.00800,2.40000
,,,-0.00224160000,0.00840,2.40000
,,,-0.00224120000,0.01040,2.40000
,,,-0.00224080000,0.01200,2.40000
,,,-0.00224040000,0.01800,2.00000
,,,-0.00224000000,0.01560,2.40000
,,,-0.00223960000,0.00960,2.40000
,,,-0.00223920000,0.00840,2.40000
,,,-0.00223880000,0.00800,2.00000
,,,-0.00223840000,0.00760,2.40000
,,,-0.00223800000,0.00720,2.40000
,,,-0.00223760000,0.00720,2.00000
,,,-0.00223720000,0.00720,2.00000
,,,-0.00223680000,0.00720,2.40000
,,,-0.00223640000,0.00720,2.40000
,,,-0.00223600000,0.00720,2.40000
,,,-0.00223560000,0.00680,2.40000
,,,-0.00223520000,0.00720,2.40000
,,,-0.00223480000,0.00680,2.40000
,,,-0.00223440000,0.00720,2.00000
,,,-0.00223400000,0.00720,2.40000
,,,-0.00223360000,0.00680,2.00000
,,,-0.00223320000,0.00680,2.40000
,,,-0.00223280000,0.00680,2.40000
,,,-0.00223240000,0.00720,2.00000
,,,-0.00223200000,0.00720,2.40000
,,,-0.00223160000,0.00680,2.40000
,,,-0.00223120000,0.00720,2.00000
,,,-0.00223080000,0.00680,2.40000
,,,-0.00223040000,0.00680,2.40000
,,,-0.00223000000,0.00680,2.40000
,,,-0.00222960000,0.00720,2.00000
,,,-0.00222920000,0.00680,2.40000
,,,-0.00222880000,0.00680,2.00000
,,,-0.00222840000,0.00680,2.00000
,,,-0.00222800000,0.00680,2.00000
,,,-0.00222760000,0.00680,2.00000
,,,-0.00222720000,0.00720,2.40000
,,,-0.00222680000,0.00720,2.00000
,,,-0.00222640000,0.00720,2.40000
,,,-0.00222600000,0.00680,2.00000
,,,-0.00222560000,0.00680,2.00000
,,,-0.00222520000,0.00680,2.00000
,,,-0.00222480000,0.00720,2.00000
,,,-0.00222440000,0.00680,2.40000
,,,-0.00222400000,0.00680,2.40000
,,,-0.00222360000,0.00720,2.00000
,,,-0.00222320000,0.00680,2.00000
,,,-0.00222280000,0.00680,2.00000
,,,-0.00222240000,0.00680,2.00000
,,,-0.00222200000,0.00720,2.00000
,,,-0.00222159984,0.00720,2.00000
,,,-0.00222119984,0.00680,2.40000
,,,-0.00222079984,0.00760,2.00000
,,,-0.00222039984,0.00760,2.00000
,,,-0.00222000016,0.00760,2.00000
,,,-0.00221960016,0.00760,2.00000
,,,-0.00221920016,0.00840,2.00000
,,,-0.00221880016,0.00920,2.00000
,,,-0.00221840016,0.01360,2.00000
,,,-0.00221800016,0.01720,2.00000
,,,-0.00221760016,0.03360,2.00000
,,,-0.00221720016,0.02720,2.00000
,,,-0.00221680016,0.01560,2.00000
,,,-0.00221640016,0.01080,2.00000
,,,-0.00221600016,0.00880,2.00000
,,,-0.00221560016,0.00800,2.00000
,,,-0.00221520016,0.00760,2.00000
,,,-0.00221480016,0.00720,2.00000
,,,-0.00221440016,0.00720,1.60000
,,,-0.00221400016,0.00720,2.00000
,,,-0.00221360016,0.00720,2.00000
,,,-0.00221320016,0.00720,2.00000
,,,-0.00221280016,0.00680,2.00000
,,,-0.00221240016,0.00720,2.00000
,,,-0.00221200016,0.00720,2.00000
,,,-0.00221160000,0.00720,2.00000
,,,-0.00221120000,0.00680,2.00000
,,,-0.00221080000,0.00720,2.00000
,,,-0.00221040000,0.00680,2.00000
,,,-0.00221000000,0.00680,2.00000
,,,-0.00220960000,0.00720,2.00000
,,,-0.00220920000,0.00680,2.00000
,,,-0.00220880000,0.00680,2.00000
,,,-0.00220840000,0.00680,2.00000
,,,-0.00220800000,0.00680,2.00000
,,,-0.00220760000,0.00680,2.00000
,,,-0.00220720000,0.00680,2.00000
,,,-0.00220680000,0.00680,2.00000
,,,-0.00220640000,0.00680,2.00000
,,,-0.00220600000,0.00680,2.00000
,,,-0.00220560000,0.00680,2.00000
,,,-0.00220520000,0.00680,2.00000
,,,-0.00220480000,0.00680,2.00000
,,,-0.00220440000,0.00680,2.00000
,,,-0.00220400000,0.00720,2.00000
,,,-0.00220360000,0.00680,2.00000
,,,-0.00220320000,0.00720,2.00000
,,,-0.00220280000,0.00680,2.00000
,,,-0.00220240000,0.00680,2.00000
,,,-0.00220200000,0.00680,2.00000
,,,-0.00220160000,0.00680,2.00000
,,,-0.00220120000,0.00720,2.00000
,,,-0.00220080000,0.00680,2.00000
,,,-0.00220040000,0.00680,2.00000
,,,-0.00220000000,0.00680,2.00000
,,,-0.00219960000,0.00680,2.00000
,,,-0.00219920000,0.00680,2.00000
,,,-0.00219880000,0.00720,2.00000
,,,-0.00219840000,0.00680,2.00000
,,,-0.00219800000,0.00680,1.60000
,,,-0.00219760000,0.00680,1.60000
,,,-0.00219720000,0.00680,2.00000
,,,-0.00219680000,0.00680,2.00000
,,,-0.00219640000,0.00680,2.00000
