mesurement	 time stamp	N1S0	N3P0	 Ntot	ex.rate	time stamp 2		# AOM frequency A	# AOM frequency B	# Zeeman shift (Hz)	# fHgAOM (Hz)	# drift rate A	# drift rate B
64.000	-0.870	64.000	3512011959.707	1312.199	38.677	1350.876	0.029	0.465	-2.229	-3.129	0.828
65.000	-0.622	65.000	3512011961.217	1727.783	386.083	2113.866	0.183	0.465	-2.229	-3.129	0.828
66.000	-0.622	66.000	3512011962.708	1470.574	745.230	2215.804	0.336	0.465	1.171	-3.129	0.828
67.000	0.317	67.000	3512011964.208	1189.477	701.422	1890.899	0.371	0.465	1.171	-3.129	0.828
68.000	0.317	68.000	3512011965.707	1619.891	266.302	1886.193	0.141	0.465	1.171	2.238	0.828
69.000	-1.809	69.000	3512011967.207	1052.592	557.566	1610.158	0.346	0.465	1.171	2.238	0.828
70.000	-1.809	70.000	3512011968.708	1397.181	280.707	1677.887	0.167	0.465	1.171	2.238	-1.781
71.000	0.325	71.000	3512011970.208	1560.706	-18.648	1542.058	-0.012	0.465	1.171	2.238	-1.781
72.000	0.325	72.000	3512011971.720	835.431	566.249	1401.680	0.404	1.367	1.171	2.238	-1.781
73.000	1.532	73.000	3512011973.208	1656.210	564.275	2220.486	0.254	1.367	1.171	2.238	-1.781
74.000	1.532	74.000	3512011974.714	1754.379	493.038	2247.417	0.219	1.367	-2.044	2.238	-1.781
75.000	-0.858	75.000	3512011976.207	1554.890	372.072	1926.962	0.193	1.367	-2.044	2.238	-1.781
76.000	-0.858	76.000	3512011977.707	1029.149	806.995	1836.144	0.440	1.367	-2.044	-1.592	-1.781
77.000	0.932	77.000	3512011979.207	1020.269	591.113	1611.381	0.367	1.367	-2.044	-1.592	-1.781
78.000	0.932	78.000	3512011980.708	1065.690	669.750	1735.440	0.386	1.367	-2.044	-1.592	3.701
79.000	-2.584	79.000	3512011982.209	835.431	515.830	1351.261	0.382	1.367	-2.044	-1.592	3.701
80.000	-2.584	80.000	3512011983.707	1242.668	208.483	1451.151	0.144	-0.309	-2.044	-1.592	3.701
81.000	-3.076	81.000	3512011985.219	1641.292	529.446	2170.738	0.244	-0.309	-2.044	-1.592	3.701
82.000	-3.076	82.000	3512011986.718	1613.054	702.705	2315.758	0.303	-0.309	2.192	-1.592	3.701
83.000	-1.138	83.000	3512011988.209	1383.239	609.070	1992.309	0.306	-0.309	2.192	-1.592	3.701
84.000	-1.138	84.000	3512011989.708	1494.150	550.166	2044.316	0.269	-0.309	2.192	0.170	3.701
85.000	-1.109	85.000	3512011991.208	1182.773	518.198	1700.970	0.305	-0.309	2.192	0.170	3.701
86.000	-1.109	86.000	3512011992.708	1150.672	431.371	1582.043	0.273	-0.309	2.192	0.170	-2.118
87.000	1.310	87.000	3512011994.208	1158.619	489.288	1647.907	0.297	-0.309	2.192	0.170	-2.118
88.000	1.310	88.000	3512011995.707	1097.258	360.331	1457.589	0.247	0.530	2.192	0.170	-2.118
89.000	1.673	89.000	3512011997.207	1339.061	690.569	2029.630	0.340	0.530	2.192	0.170	-2.118
90.000	1.673	90.000	3512011998.707	1828.793	525.203	2353.997	0.223	0.530	-0.326	0.170	-2.118
91.000	1.065	91.000	3512012000.207	1461.694	383.814	1845.508	0.208	0.530	-0.326	0.170	-2.118
92.000	1.065	92.000	3512012001.707	1345.011	423.379	1768.390	0.239	0.530	-0.326	-0.285	-2.118
93.000	1.572	93.000	3512012003.209	1388.789	392.595	1781.384	0.220	0.530	-0.326	-0.285	-2.118
94.000	1.572	94.000	3512012004.709	1046.997	491.163	1538.160	0.319	0.530	-0.326	-0.285	-0.442
95.000	2.353	95.000	3512012006.210	1341.947	269.558	1611.505	0.167	0.530	-0.326	-0.285	-0.442
96.000	2.353	96.000	3512012007.708	884.804	481.099	1365.903	0.352	-1.042	-0.326	-0.285	-0.442
97.000	1.084	97.000	3512012009.208	1676.013	494.616	2170.630	0.228	-1.042	-0.326	-0.285	-0.442
98.000	1.084	98.000	3512012010.708	1717.172	246.568	1963.740	0.126	-1.042	0.280	-0.285	-0.442
99.000	1.081	99.000	3512012012.208	957.176	563.979	1521.155	0.371	-1.042	0.280	-0.285	-0.442
100.000	1.081	100.000	3512012013.708	1414.363	581.937	1996.300	0.292	-1.042	0.280	0.880	-0.442
101.000	0.391	101.000	3512012015.220	976.268	648.043	1624.311	0.399	-1.042	0.280	0.880	-0.442
102.000	0.391	102.000	3512012016.720	1371.029	472.219	1843.248	0.256	-1.042	0.280	0.880	1.645
